news,label
"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",1
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",1
Exel is headquartered in Mantyharju in Finland .,1
It is in line with its plans to focus on selected growth segments and streamline corporate structure .,2
"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",1
"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO .",1
The winner does not have to be present to win .,1
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",2
The deal is subject to approval by the Norwegian competition authorities .,1
"`` Over the years , the color orange has become synonymous with quality .",1
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",2
What we think ?,1
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",1
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",2
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,1
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,2
"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG .",1
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",1
"It combines a perfect price performance with sophisticated management facilities , the company said .",2
This new partnership agreement represents a significant milestone for both parties .,2
SWOT analysis is just one method of categorization and has its own weaknesses .,1
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,2
The figure does not include food exports from Finland .,1
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",1
The desk will reach its full planned strength of ten persons in autumn 2007 .,1
L&T has also made a commitment to redeem the remaining shares by the end of 2011 .,1
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,0
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",1
The value of the order is EUR 2.5 mn .,1
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,1
"says Brian Burton , Head of IT Security , Vodafone UK .",1
"Operating profit decreased to nearly EUR 1.7 mn , however .",0
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",0
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,1
"That 's what I go to bed worrying about every night , ' he said .",0
Around 250 of these reductions will be implemented through pension arrangements .,1
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",2
"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .",1
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",2
"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",1
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",1
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",0
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",1
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,2
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",1
"You need to be ready when the window opens up , Rosberg said .",1
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",1
1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,1
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,0
"In addition , the company is considering the start of production in Russia .",1
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,2
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",1
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",2
"The manager is critical of politicians ' failure to differentiate between beleaguered European financial institutions and Skandinavian banks , `` which sailed through the crisis without issues '' .",1
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",1
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,0
"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",1
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",2
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",1
"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",1
Viking Line manages well with its current ferries .,2
The diesel margin has remained high .,2
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,1
